default_code,name,categ_id,list_price,standard_price,type,x_puff_count,x_flavor,x_volume,x_nicotine_level,x_pack_size
DLMMOP300501,Lost Mary MO5000 3% Disposable-Black Mint-3%-5-Pack,Disposables,49.95,40.5,goods,0,Black Mint,,3%,5
DLMMOP300501,Lost Mary MO5000 3% Disposable-Black Mint-3%-5-Pack,Disposables,49.95,40.5,goods,0,Black Mint,,3%,5
DLMMOP300502,Lost Mary MO5000 3% Disposable-Citrus Sunrise-3%-5-Pack,Disposables,49.95,40.5,goods,0,Citrus Sunrise,,3%,5
DLMMOP300502,Lost Mary MO5000 3% Disposable-Citrus Sunrise-3%-5-Pack,Disposables,49.95,40.5,goods,0,Citrus Sunrise,,3%,5
DLMMOP300502,Lost Mary MO5000 3% Disposable-Citrus Sunrise-3%-5-Pack,Disposables,49.95,40.5,goods,0,Citrus Sunrise,,3%,5
DLMMOP300503,Lost Mary MO5000 3% Disposable-Grape Jelly-3%-5-Pack,Disposables,49.95,40.5,goods,0,Grape Jelly,,3%,5
DLMMOP300503,Lost Mary MO5000 3% Disposable-Grape Jelly-3%-5-Pack,Disposables,49.95,40.5,goods,0,Grape Jelly,,3%,5
DLMMOP300503,Lost Mary MO5000 3% Disposable-Grape Jelly-3%-5-Pack,Disposables,49.95,40.5,goods,0,Grape Jelly,,3%,5
DLMMOP300504,Lost Mary MO5000 3% Disposable-Kiwi Fuse-3%-5-Pack,Disposables,49.95,40.5,goods,0,Kiwi Fuse,,3%,5
DLMMOP300504,Lost Mary MO5000 3% Disposable-Kiwi Fuse-3%-5-Pack,Disposables,49.95,40.5,goods,0,Kiwi Fuse,,3%,5
DLMMOP300504,Lost Mary MO5000 3% Disposable-Kiwi Fuse-3%-5-Pack,Disposables,49.95,40.5,goods,0,Kiwi Fuse,,3%,5
DLMMOP300505,Lost Mary MO5000 3% Disposable-Mango Peach Watermelon-3%-5-Pack,Disposables,49.95,40.5,goods,0,Mango Peach Watermelon,,3%,5
DLMMOP300505,Lost Mary MO5000 3% Disposable-Mango Peach Watermelon-3%-5-Pack,Disposables,49.95,40.5,goods,0,Mango Peach Watermelon,,3%,5
DLMMOP300505,Lost Mary MO5000 3% Disposable-Mango Peach Watermelon-3%-5-Pack,Disposables,49.95,40.5,goods,0,Mango Peach Watermelon,,3%,5
DLMMOP300506,Lost Mary MO5000 3% Disposable-Pineapple Apple Pear-3%-5-Pack,Disposables,49.95,40.5,goods,0,Pineapple Apple Pear,,3%,5
DLMMOP300506,Lost Mary MO5000 3% Disposable-Pineapple Apple Pear-3%-5-Pack,Disposables,49.95,40.5,goods,0,Pineapple Apple Pear,,3%,5
DLMMOP300506,Lost Mary MO5000 3% Disposable-Pineapple Apple Pear-3%-5-Pack,Disposables,49.95,40.5,goods,0,Pineapple Apple Pear,,3%,5
DLMMOP300507,Lost Mary MO5000 3% Disposable-Watermelon Cherry-3%-5-Pack,Disposables,49.95,40.5,goods,0,Watermelon Cherry,,3%,5
DLMMOP300507,Lost Mary MO5000 3% Disposable-Watermelon Cherry-3%-5-Pack,Disposables,49.95,40.5,goods,0,Watermelon Cherry,,3%,5
DLMMOP300507,Lost Mary MO5000 3% Disposable-Watermelon Cherry-3%-5-Pack,Disposables,49.95,40.5,goods,0,Watermelon Cherry,,3%,5
DLMMOP300508,Lost Mary MO5000 3% Disposable-Watermelon Ice-3%-5-Pack,Disposables,49.95,40.5,goods,0,Watermelon Ice,,3%,5
DLMMOP300508,Lost Mary MO5000 3% Disposable-Watermelon Ice-3%-5-Pack,Disposables,49.95,40.5,goods,0,Watermelon Ice,,3%,5
DLMMOP300508,Lost Mary MO5000 3% Disposable-Watermelon Ice-3%-5-Pack,Disposables,49.95,40.5,goods,0,Watermelon Ice,,3%,5
DLMMOP300509,Lost Mary MO5000 3% Disposable-Yummy-3%-5-Pack,Disposables,49.95,40.5,goods,0,Yummy,,3%,5
DLMMOP300509,Lost Mary MO5000 3% Disposable-Yummy-3%-5-Pack,Disposables,49.95,40.5,goods,0,Yummy,,3%,5
DLMMOP300509,Lost Mary MO5000 3% Disposable-Yummy-3%-5-Pack,Disposables,49.95,40.5,goods,0,Yummy,,3%,5
DLOMYP400506,Lost Mary OS5000 4% Disposable-10-Pack-Mad Blue-4%,Disposables,98.99,80.0,goods,0,Mad Blue,,4%,10
DLOMYP400506,Lost Mary OS5000 4% Disposable-10-Pack-Mad Blue-4%,Disposables,98.99,80.0,goods,0,Mad Blue,,4%,10
DLOMYP400506,Lost Mary OS5000 4% Disposable-10-Pack-Mad Blue-4%,Disposables,98.99,80.0,goods,0,Mad Blue,,4%,10
DLOMYP400507,Lost Mary OS5000 4% Disposable-10-Pack-Mary Dream-4%,Disposables,98.99,80.0,goods,0,Mary Dream,,4%,10
DLOMYP400507,Lost Mary OS5000 4% Disposable-10-Pack-Mary Dream-4%,Disposables,98.99,80.0,goods,0,Mary Dream,,4%,10
DLOMYP400507,Lost Mary OS5000 4% Disposable-10-Pack-Mary Dream-4%,Disposables,98.99,80.0,goods,0,Mary Dream,,4%,10
DLOMYP400508,Lost Mary OS5000 4% Disposable-10-Pack-Sakura Berry Peach Ice-4%,Disposables,98.99,80.0,goods,0,Sakura Berry Peach Ice,,4%,10
DLOMYP400508,Lost Mary OS5000 4% Disposable-10-Pack-Sakura Berry Peach Ice-4%,Disposables,98.99,80.0,goods,0,Sakura Berry Peach Ice,,4%,10
DLOMYP400508,Lost Mary OS5000 4% Disposable-10-Pack-Sakura Berry Peach Ice-4%,Disposables,98.99,80.0,goods,0,Sakura Berry Peach Ice,,4%,10
DLOMYP400509,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Lemonade-4%,Disposables,98.99,80.0,goods,0,Strawberry Lemonade,,4%,10
DLOMYP400509,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Lemonade-4%,Disposables,98.99,80.0,goods,0,Strawberry Lemonade,,4%,10
DLOMYP400509,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Lemonade-4%,Disposables,98.99,80.0,goods,0,Strawberry Lemonade,,4%,10
DLOMYP400510,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon Lemon-4%,Disposables,98.99,80.0,goods,0,Watermelon Lemon,,4%,10
DLOMYP400510,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon Lemon-4%,Disposables,98.99,80.0,goods,0,Watermelon Lemon,,4%,10
DLOMYP400510,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon Lemon-4%,Disposables,98.99,80.0,goods,0,Watermelon Lemon,,4%,10
DLOMYP400511,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Pina Colada-4%,Disposables,98.99,80.0,goods,0,Strawberry Pina Colada,,4%,10
DLOMYP400511,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Pina Colada-4%,Disposables,98.99,80.0,goods,0,Strawberry Pina Colada,,4%,10
DLOMYP400511,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Pina Colada-4%,Disposables,98.99,80.0,goods,0,Strawberry Pina Colada,,4%,10
DLOMYP400512,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon-4%,Disposables,98.99,80.0,goods,0,Watermelon,,4%,10
DLOMYP400512,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon-4%,Disposables,98.99,80.0,goods,0,Watermelon,,4%,10
DLOMYP400512,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon-4%,Disposables,98.99,80.0,goods,0,Watermelon,,4%,10
DLOMYP400513,Lost Mary OS5000 4% Disposable-10-Pack-Black Lemonade-4%,Disposables,98.99,80.0,goods,0,Black Lemonade,,4%,10
DLOMYP400513,Lost Mary OS5000 4% Disposable-10-Pack-Black Lemonade-4%,Disposables,98.99,80.0,goods,0,Black Lemonade,,4%,10
DLOMYP400513,Lost Mary OS5000 4% Disposable-10-Pack-Black Lemonade-4%,Disposables,98.99,80.0,goods,0,Black Lemonade,,4%,10
DLOMYP400514,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Watermelon-4%,Disposables,98.99,80.0,goods,0,Strawberry Watermelon,,4%,10
DLOMYP400514,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Watermelon-4%,Disposables,98.99,80.0,goods,0,Strawberry Watermelon,,4%,10
DLOMYP400514,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Watermelon-4%,Disposables,98.99,80.0,goods,0,Strawberry Watermelon,,4%,10
DLMMOP400515,Lost Mary MO5000 4% Disposable-5-Pack-Miami Mint-4%,Disposables,49.95,40.5,goods,0,Miami Mint,,4%,5
DLMMOP400515,Lost Mary MO5000 4% Disposable-5-Pack-Miami Mint-4%,Disposables,49.95,40.5,goods,0,Miami Mint,,4%,5
DLMMOP400515,Lost Mary MO5000 4% Disposable-5-Pack-Miami Mint-4%,Disposables,49.95,40.5,goods,0,Miami Mint,,4%,5
DLMMOP400516,Lost Mary MO5000 4% Disposable-5-Pack-Plum Rose Mint-4%,Disposables,49.95,40.5,goods,0,Plum Rose Mint,,4%,5
DLMMOP400516,Lost Mary MO5000 4% Disposable-5-Pack-Plum Rose Mint-4%,Disposables,49.95,40.5,goods,0,Plum Rose Mint,,4%,5
DLMMOP400516,Lost Mary MO5000 4% Disposable-5-Pack-Plum Rose Mint-4%,Disposables,49.95,40.5,goods,0,Plum Rose Mint,,4%,5
DLMMOP400519,Lost Mary MO5000 4% Disposable-5-Pack-Triple Berry Ice-4%,Disposables,49.95,40.5,goods,0,Triple Berry Ice,,4%,5
DLMMOP400519,Lost Mary MO5000 4% Disposable-5-Pack-Triple Berry Ice-4%,Disposables,49.95,40.5,goods,0,Triple Berry Ice,,4%,5
DLMMOP400519,Lost Mary MO5000 4% Disposable-5-Pack-Triple Berry Ice-4%,Disposables,49.95,40.5,goods,0,Triple Berry Ice,,4%,5
DLMMOP400521,Lost Mary MO5000 4% Disposable-5-Pack-Blackcurrant Mint-4%,Disposables,49.95,40.5,goods,0,Blackcurrant Mint,,4%,5
DLMMOP400521,Lost Mary MO5000 4% Disposable-5-Pack-Blackcurrant Mint-4%,Disposables,49.95,40.5,goods,0,Blackcurrant Mint,,4%,5
DLMMOP400521,Lost Mary MO5000 4% Disposable-5-Pack-Blackcurrant Mint-4%,Disposables,49.95,40.5,goods,0,Blackcurrant Mint,,4%,5
DLMMOP400522,Lost Mary MO5000 4% Disposable-5-Pack-Fuji Duo Ice-4%,Disposables,49.95,40.5,goods,0,Fuji Duo Ice,,4%,5
DLMMOP400522,Lost Mary MO5000 4% Disposable-5-Pack-Fuji Duo Ice-4%,Disposables,49.95,40.5,goods,0,Fuji Duo Ice,,4%,5
DLMMOP400522,Lost Mary MO5000 4% Disposable-5-Pack-Fuji Duo Ice-4%,Disposables,49.95,40.5,goods,0,Fuji Duo Ice,,4%,5
DLMMOP400523,Lost Mary MO5000 4% Disposable-5-Pack-Kiwi Dragon Duo Ice-4%,Disposables,49.95,40.5,goods,0,Kiwi Dragon Duo Ice,,4%,5
DLMMOP400523,Lost Mary MO5000 4% Disposable-5-Pack-Kiwi Dragon Duo Ice-4%,Disposables,49.95,40.5,goods,0,Kiwi Dragon Duo Ice,,4%,5
DLMMOP400523,Lost Mary MO5000 4% Disposable-5-Pack-Kiwi Dragon Duo Ice-4%,Disposables,49.95,40.5,goods,0,Kiwi Dragon Duo Ice,,4%,5
HLOY12B0DS30CPL,Lost Mary BM5000 Puffs Disposable-10-Pack-Cherry Peach Lemonade,Disposables,69.99,,goods,5000,Cherry Peach Lemonade,13mL,5.0%,10
HLOY12B0DS30CPL,Lost Mary BM5000 Puffs Disposable-10-Pack-Cherry Peach Lemonade,Disposables,69.99,,goods,5000,Cherry Peach Lemonade,13mL,5.0%,10
HLOY12B0DS30CPL,Lost Mary BM5000 Puffs Disposable-10-Pack-Cherry Peach Lemonade,Disposables,69.99,,goods,5000,Cherry Peach Lemonade,13mL,5.0%,10
HLOY12B0DS30CYSA,Lost Mary BM5000 Puffs Disposable-10-Pack-Cranberry Soda,Disposables,69.99,,goods,5000,Cranberry Soda,13mL,5.0%,10
HLOY12B0DS30CYSA,Lost Mary BM5000 Puffs Disposable-10-Pack-Cranberry Soda,Disposables,69.99,,goods,5000,Cranberry Soda,13mL,5.0%,10
HLOY12B0DS30CYSA,Lost Mary BM5000 Puffs Disposable-10-Pack-Cranberry Soda,Disposables,69.99,,goods,5000,Cranberry Soda,13mL,5.0%,10
HLOY12B0DS30EY,Lost Mary BM5000 Puffs Disposable-10-Pack-Energy,Disposables,69.99,,goods,5000,Energy,13mL,5.0%,10
HLOY12B0DS30EY,Lost Mary BM5000 Puffs Disposable-10-Pack-Energy,Disposables,69.99,,goods,5000,Energy,13mL,5.0%,10
HLOY12B0DS30EY,Lost Mary BM5000 Puffs Disposable-10-Pack-Energy,Disposables,69.99,,goods,5000,Energy,13mL,5.0%,10
HLOY12B0DS30FTPH,Lost Mary BM5000 Puffs Disposable-10-Pack-Fruit Punch,Disposables,69.99,,goods,5000,Fruit Punch,13mL,5.0%,10
HLOY12B0DS30FTPH,Lost Mary BM5000 Puffs Disposable-10-Pack-Fruit Punch,Disposables,69.99,,goods,5000,Fruit Punch,13mL,5.0%,10
HLOY12B0DS30FTPH,Lost Mary BM5000 Puffs Disposable-10-Pack-Fruit Punch,Disposables,69.99,,goods,5000,Fruit Punch,13mL,5.0%,10
HLOY12B0DS30GYBS,Lost Mary BM5000 Puffs Disposable-10-Pack-Gummy Bears,Disposables,69.99,,goods,5000,Gummy Bears,13mL,5.0%,10
HLOY12B0DS30GYBS,Lost Mary BM5000 Puffs Disposable-10-Pack-Gummy Bears,Disposables,69.99,,goods,5000,Gummy Bears,13mL,5.0%,10
HLOY12B0DS30GYBS,Lost Mary BM5000 Puffs Disposable-10-Pack-Gummy Bears,Disposables,69.99,,goods,5000,Gummy Bears,13mL,5.0%,10
HLOY12B0DS30MPF,Lost Mary BM5000 Puffs Disposable-10-Pack-Mango Passion Fruit,Disposables,69.99,,goods,5000,Mango Passion Fruit,13mL,5.0%,10
HLOY12B0DS30MPF,Lost Mary BM5000 Puffs Disposable-10-Pack-Mango Passion Fruit,Disposables,69.99,,goods,5000,Mango Passion Fruit,13mL,5.0%,10
HLOY12B0DS30MPF,Lost Mary BM5000 Puffs Disposable-10-Pack-Mango Passion Fruit,Disposables,69.99,,goods,5000,Mango Passion Fruit,13mL,5.0%,10
HLOY12B0DS30MDBS,Lost Mary BM5000 Puffs Disposable-10-Pack-Mixed Berries,Disposables,69.99,72.5,goods,5000,Mixed Berries,13mL,5.0%,10
HLOY12B0DS30MDBS,Lost Mary BM5000 Puffs Disposable-10-Pack-Mixed Berries,Disposables,69.99,72.5,goods,5000,Mixed Berries,13mL,5.0%,10
HLOY12B0DS30MDBS,Lost Mary BM5000 Puffs Disposable-10-Pack-Mixed Berries,Disposables,69.99,72.5,goods,5000,Mixed Berries,13mL,5.0%,10
HLOY12B0DS30MWCH,Lost Mary BM5000 Puffs Disposable-10-Pack-Moscow Crush,Disposables,69.99,,goods,5000,Moscow Crush,13mL,5.0%,10
HLOY12B0DS30MWCH,Lost Mary BM5000 Puffs Disposable-10-Pack-Moscow Crush,Disposables,69.99,,goods,5000,Moscow Crush,13mL,5.0%,10
HLOY12B0DS30MWCH,Lost Mary BM5000 Puffs Disposable-10-Pack-Moscow Crush,Disposables,69.99,,goods,5000,Moscow Crush,13mL,5.0%,10
HLOY12B0DS30PCI,Lost Mary BM5000 Puffs Disposable-10-Pack-Pineapple Coconut Ice,Disposables,69.99,,goods,5000,Pineapple Coconut Ice,13mL,5.0%,10
HLOY12B0DS30PCI,Lost Mary BM5000 Puffs Disposable-10-Pack-Pineapple Coconut Ice,Disposables,69.99,,goods,5000,Pineapple Coconut Ice,13mL,5.0%,10
HLOY12B0DS30PCI,Lost Mary BM5000 Puffs Disposable-10-Pack-Pineapple Coconut Ice,Disposables,69.99,,goods,5000,Pineapple Coconut Ice,13mL,5.0%,10
HLOY12B0DS30RAI,Lost Mary BM5000 Puffs Disposable-10-Pack-Red Apple Ice,Disposables,69.99,,goods,5000,Red Apple Ice,13mL,5.0%,10
HLOY12B0DS30RAI,Lost Mary BM5000 Puffs Disposable-10-Pack-Red Apple Ice,Disposables,69.99,,goods,5000,Red Apple Ice,13mL,5.0%,10
HLOY12B0DS30RAI,Lost Mary BM5000 Puffs Disposable-10-Pack-Red Apple Ice,Disposables,69.99,,goods,5000,Red Apple Ice,13mL,5.0%,10
HLOY12B0DS30SRMH,Lost Mary BM5000 Puffs Disposable-10-Pack-Sour Mouth,Disposables,69.99,,goods,5000,Sour Mouth,13mL,5.0%,10
HLOY12B0DS30SRMH,Lost Mary BM5000 Puffs Disposable-10-Pack-Sour Mouth,Disposables,69.99,,goods,5000,Sour Mouth,13mL,5.0%,10
HLOY12B0DS30SRMH,Lost Mary BM5000 Puffs Disposable-10-Pack-Sour Mouth,Disposables,69.99,,goods,5000,Sour Mouth,13mL,5.0%,10
HLOY12B0DS30SIC,Lost Mary BM5000 Puffs Disposable-10-Pack-Strawberry Ice Cream,Disposables,69.99,,goods,5000,Strawberry Ice Cream,13mL,5.0%,10
HLOY12B0DS30SIC,Lost Mary BM5000 Puffs Disposable-10-Pack-Strawberry Ice Cream,Disposables,69.99,,goods,5000,Strawberry Ice Cream,13mL,5.0%,10
HLOY12B0DS30SIC,Lost Mary BM5000 Puffs Disposable-10-Pack-Strawberry Ice Cream,Disposables,69.99,,goods,5000,Strawberry Ice Cream,13mL,5.0%,10
HLOY12B0DS30LLI,Lost Mary BM5000 Puffs Disposable-10-Pack-Lemon Lime Ice,Disposables,69.99,,goods,5000,Lemon Lime Ice,13mL,5.0%,10
HLOY12B0DS30LLI,Lost Mary BM5000 Puffs Disposable-10-Pack-Lemon Lime Ice,Disposables,69.99,,goods,5000,Lemon Lime Ice,13mL,5.0%,10
HLOY12B0DS30LLI,Lost Mary BM5000 Puffs Disposable-10-Pack-Lemon Lime Ice,Disposables,69.99,,goods,5000,Lemon Lime Ice,13mL,5.0%,10
HLOY12B0DS30LHIE,Lost Mary BM5000 Puffs Disposable-10-Pack-Lush Ice,Disposables,69.99,,goods,5000,Lush Ice,13mL,5.0%,10
HLOY12B0DS30LHIE,Lost Mary BM5000 Puffs Disposable-10-Pack-Lush Ice,Disposables,69.99,,goods,5000,Lush Ice,13mL,5.0%,10
HLOY12B0DS30LHIE,Lost Mary BM5000 Puffs Disposable-10-Pack-Lush Ice,Disposables,69.99,,goods,5000,Lush Ice,13mL,5.0%,10
HLOY12B0DS30PIT,Lost Mary BM5000 Puffs Disposable-10-Pack-Peach Ice Tea,Disposables,69.99,,goods,5000,Peach Ice Tea,13mL,5.0%,10
HLOY12B0DS30PIT,Lost Mary BM5000 Puffs Disposable-10-Pack-Peach Ice Tea,Disposables,69.99,,goods,5000,Peach Ice Tea,13mL,5.0%,10
HLOY12B0DS30PIT,Lost Mary BM5000 Puffs Disposable-10-Pack-Peach Ice Tea,Disposables,69.99,,goods,5000,Peach Ice Tea,13mL,5.0%,10
HLOY12B0DS30RT,Lost Mary BM5000 Puffs Disposable-10-Pack-Root,Disposables,69.99,,goods,5000,Root,13mL,5.0%,10
HLOY12B0DS30RT,Lost Mary BM5000 Puffs Disposable-10-Pack-Root,Disposables,69.99,,goods,5000,Root,13mL,5.0%,10
HLOY12B0DS30RT,Lost Mary BM5000 Puffs Disposable-10-Pack-Root,Disposables,69.99,,goods,5000,Root,13mL,5.0%,10
HLOY12B0DS30BRC,Lost Mary BM5000 Puffs Disposable-10-Pack-Blueberry Raspberry Cherry,Disposables,69.99,,goods,5000,Blueberry Raspberry Cherry,13mL,5.0%,10
HLOY12B0DS30BRC,Lost Mary BM5000 Puffs Disposable-10-Pack-Blueberry Raspberry Cherry,Disposables,69.99,,goods,5000,Blueberry Raspberry Cherry,13mL,5.0%,10
HLOY12B0DS30BRC,Lost Mary BM5000 Puffs Disposable-10-Pack-Blueberry Raspberry Cherry,Disposables,69.99,,goods,5000,Blueberry Raspberry Cherry,13mL,5.0%,10
HLOY12B0DS30CNCY,Lost Mary BM5000 Puffs Disposable-10-Pack-Cotton Candy,Disposables,69.99,,goods,5000,Cotton Candy,13mL,5.0%,10
HLOY12B0DS30CNCY,Lost Mary BM5000 Puffs Disposable-10-Pack-Cotton Candy,Disposables,69.99,,goods,5000,Cotton Candy,13mL,5.0%,10
HLOY12B0DS30CNCY,Lost Mary BM5000 Puffs Disposable-10-Pack-Cotton Candy,Disposables,69.99,,goods,5000,Cotton Candy,13mL,5.0%,10
HLOY12B0DS30GAI,Lost Mary BM5000 Puffs Disposable-10-Pack-Grape Apple Ice,Disposables,69.99,,goods,5000,Grape Apple Ice,13mL,5.0%,10
HLOY12B0DS30GAI,Lost Mary BM5000 Puffs Disposable-10-Pack-Grape Apple Ice,Disposables,69.99,,goods,5000,Grape Apple Ice,13mL,5.0%,10
HLOY12B0DS30GAI,Lost Mary BM5000 Puffs Disposable-10-Pack-Grape Apple Ice,Disposables,69.99,,goods,5000,Grape Apple Ice,13mL,5.0%,10
HLOY12B0DS30SBC,Lost Mary BM5000 Puffs Disposable-10-Pack-Strawberry Blueberry Cherry,Disposables,69.99,,goods,5000,Strawberry Blueberry Cherry,13mL,5.0%,10
HLOY12B0DS30SBC,Lost Mary BM5000 Puffs Disposable-10-Pack-Strawberry Blueberry Cherry,Disposables,69.99,,goods,5000,Strawberry Blueberry Cherry,13mL,5.0%,10
HLOY12B0DS30SBC,Lost Mary BM5000 Puffs Disposable-10-Pack-Strawberry Blueberry Cherry,Disposables,69.99,,goods,5000,Strawberry Blueberry Cherry,13mL,5.0%,10
DLOMYP400515,Lost Mary OS5000 4% Disposable-10-Pack-Cherry Cola-4%,Disposables,98.99,81.0,goods,0,Cherry Cola,,4%,10
DLOMYP400515,Lost Mary OS5000 4% Disposable-10-Pack-Cherry Cola-4%,Disposables,98.99,81.0,goods,0,Cherry Cola,,4%,10
DLOMYP400515,Lost Mary OS5000 4% Disposable-10-Pack-Cherry Cola-4%,Disposables,98.99,81.0,goods,0,Cherry Cola,,4%,10
DLOMYP400516,Lost Mary OS5000 4% Disposable-10-Pack-Peach Ice-4%,Disposables,98.99,80.0,goods,0,Peach Ice,,4%,10
DLOMYP400516,Lost Mary OS5000 4% Disposable-10-Pack-Peach Ice-4%,Disposables,98.99,80.0,goods,0,Peach Ice,,4%,10
DLOMYP400516,Lost Mary OS5000 4% Disposable-10-Pack-Peach Ice-4%,Disposables,98.99,80.0,goods,0,Peach Ice,,4%,10
DLOMYP400517,Lost Mary OS5000 4% Disposable-10-Pack-Blueberry P'n'B Cloud-4%,Disposables,98.99,80.0,goods,0,Blueberry P'n'B Cloud,,4%,10
DLOMYP400517,Lost Mary OS5000 4% Disposable-10-Pack-Blueberry P'n'B Cloud-4%,Disposables,98.99,80.0,goods,0,Blueberry P'n'B Cloud,,4%,10
DLOMYP400517,Lost Mary OS5000 4% Disposable-10-Pack-Blueberry P'n'B Cloud-4%,Disposables,98.99,80.0,goods,0,Blueberry P'n'B Cloud,,4%,10
DLMMOP400525,Lost Mary MO5000 4% Disposable-5-Pack-Gami-4%,Disposables,49.95,40.5,goods,0,Gami,,4%,5
DLMMOP400525,Lost Mary MO5000 4% Disposable-5-Pack-Gami-4%,Disposables,49.95,40.5,goods,0,Gami,,4%,5
DLMMOP400525,Lost Mary MO5000 4% Disposable-5-Pack-Gami-4%,Disposables,49.95,40.5,goods,0,Gami,,4%,5
DLMMOP400526,Lost Mary MO5000 4% Disposable-5-Pack-Black Duo Ice-4%,Disposables,49.95,39.75,goods,0,Black Duo Ice,,4%,5
